,ASSESSED_LAND_VALUE,ASSESSED_TOTAL_VALUE,ASSESSED_IMP_VALUE,ZIP,BATH,BED,AGE,STORIES,GARAGE_TYPE,PARKING,TOTAL_UNITS,LAND_USE,POOL,FIREPLACE,PROPERTY_TYPE,BUILDING_AREA,LOT_SIZE,FIDELITY_LATITUDE,FIDELITY_LONGITUDE
848,275320.0,642415.0,917735.0,94611,2.0,2,81.0,1.5,G,0,0,1001,,,,2319,5650.0,37.828533,-122.228508
849,975375.0,375105.0,1350480.0,95070,3.0,3,56.0,1,G,2,0,1001,B,,SFR,1754,11326.0,37.267493,-122.026157
850,149050.0,218606.0,367656.0,95407,0.0,0,,,,0,1,1009,,,,0,2134.0,38.413087,-122.7459
851,26274.0,33319.0,59593.0,94536,1.0,2,36.0,1,G,0,0,1002,,,,972,2112.0,37.578981999999996,-121.992708
852,1082432.0,721620.0,1804052.0,94131,3.0,0,,2,,0,0,1001,,,,2150,2850.0,37.742699,-122.428074
853,97388.0,60867.0,158255.0,94806,1.0,3,59.0,,Y,1,0,1001,,,,1023,5280.0,37.9514,-122.323372
854,247493.0,166415.0,413908.0,94596,2.0,4,53.0,,Y,4,0,1001,,,,1561,21600.0,37.881161999999996,-122.037072
855,323366.0,505546.0,828912.0,94526,3.5,4,15.0,,Y,3,0,1009,,,,4128,11100.0,37.820122,-121.970223
856,828.0,0.0,828.0,94521,0.0,0,,,,0,0,8001,,,,0,1300.0,37.97379,-121.979035
857,221735.0,517305.0,739040.0,94611,2.5,3,16.0,1,G,2,0,1001,,,,2213,6000.0,37.845352999999996,-122.22435300000001
858,143300.0,215000.0,358300.0,95122,1.5,4,48.0,1,G,1,0,1001,,,,1120,4792.0,37.315571,-121.81548599999999
859,371985.0,883356.0,1255341.0,94507,4.5,4,49.0,,Y,3,0,1001,P,,,4311,18200.0,37.85084,-122.00106099999999
860,602359.0,453141.0,1055500.0,94556,3.0,5,44.0,,Y,1,0,1001,,,,2282,24050.0,37.842667,-122.14003
861,72820.0,171513.0,244333.0,95118,2.0,3,44.0,1,G,2,0,1001,,,,1638,8276.0,37.258302,-121.882209
862,82991.0,180509.0,263500.0,94561,2.0,3,7.0,,Y,2,0,1001,P,,,1967,8653.0,37.979876999999995,-121.724035
863,207000.0,483000.0,690000.0,94555,2.5,4,19.0,1.5,G,0,0,1009,,,,1857,4577.0,37.565255,-122.056738
864,23840.0,35142.0,58982.0,94303,1.0,2,48.0,1,G,1,0,1004,,,,853,436.0,37.419889,-122.108701
865,99190.0,143829.0,243019.0,95132,1.5,3,36.0,2,G,2,0,1001,,,,1248,3485.0,37.406096,-121.88125099999999
866,126175.0,235808.0,361983.0,94306,2.0,2,26.0,1,,0,0,1004,,,,1141,1307.0,37.407922,-122.120561
867,240299.0,240299.0,480598.0,95124,2.5,4,47.0,1,G,2,0,1001,,,,2114,8276.0,37.27455,-121.909402
868,148791.0,209530.0,358321.0,95122,4.0,6,32.0,1,G,2,0,1001,,,,2182,9148.0,37.347480999999995,-121.82812
869,94671.0,559328.0,653999.0,94801,2.5,4,28.0,,Y,2,0,1009,,,,3152,4400.0,37.911874,-122.379914
870,13566.0,23622.0,37188.0,94561,2.0,4,39.0,,Y,1,0,1001,,,,1120,6000.0,37.992388,-121.715081
871,15230.0,40529.0,55759.0,95117,2.0,3,51.0,1,G,2,0,1001,,,SFR,1140,5663.0,37.306233,-121.965857
872,26882.0,29932.0,56814.0,94122,1.0,0,64.0,1,,0,0,1001,,,,1180,2435.0,37.751132,-122.501196
873,21868.0,38013.0,59881.0,95050,2.0,3,55.0,1,G,1,0,1001,,,,1494,5663.0,37.330421,-121.956805
874,116963.0,217218.0,334181.0,94947,2.5,3,30.0,,Y,2,1,1004,,,PUD,1772,1772.0,38.079043999999996,-122.554157
875,105600.0,158400.0,264000.0,95037,2.0,2,23.0,1,G,1,0,1004,,,,1365,2614.0,37.134764,-121.661392
876,164661.0,67339.0,232000.0,94803,1.0,2,71.0,,Y,1,0,1001,,,,1024,1.27,37.969857999999995,-122.30326099999999
877,60000.0,133000.0,193000.0,94534,2.0,3,32.0,1,G,2,0,1001,,Y,,1470,8276.0,38.270643,-122.057631
878,522308.0,156692.0,679000.0,94526,2.0,4,58.0,,Y,1,0,1001,,,,1595,10605.0,37.842481,-121.966742
879,45000.0,181000.0,226000.0,95687,2.0,4,33.0,1,G,2,0,1001,,Y,,1470,4792.0,38.349765999999995,-121.938346
880,29758.0,69436.0,99194.0,94621,1.0,2,84.0,1,G,0,0,1001,,,,1120,4000.0,37.751799,-122.174858
881,219339.0,268209.0,487548.0,95124,2.0,3,50.0,1,G,2,0,1001,,,,1245,5663.0,37.258818999999995,-121.919223
882,27607.0,22086.0,49693.0,94578,1.0,2,61.0,1,G,0,0,1001,,,,969,5800.0,37.706562999999996,-122.111065
883,230382.0,453344.0,683726.0,95120,3.0,5,30.0,2,G,3,0,1001,,,,4107,12197.0,37.202622,-121.856979
884,175686.0,409854.0,585540.0,94544,4.5,5,10.0,1.5,G,3,0,1001,,,,3415,6866.0,37.621572,-122.043852
885,30645.0,106083.0,136728.0,94565,2.0,3,29.0,,Y,2,0,1001,,,,1180,4242.0,38.021412,-121.947214
886,516232.0,149131.0,665363.0,95129,2.0,4,47.0,1,G,2,0,1001,,,,1571,6534.0,37.30267,-121.983756
887,681972.0,688174.0,1370146.0,94022,2.0,3,101.0,2,Y,2,0,1001,,,,2320,6534.0,37.374213999999995,-122.116928
888,59544.0,85741.0,145285.0,94116,1.0,2,61.0,1,,0,0,1001,,,,1075,3219.0,37.752058999999996,-122.467365
889,94719.0,158692.0,253411.0,95448,2.0,5,,2,,0,2,1001,,,,1849,14190.0,38.619913,-122.866169
890,123000.0,287000.0,410000.0,94609,1.0,2,101.0,2,,0,0,1001,,,,1180,4264.0,37.846295999999995,-122.264837
891,56300.0,201109.0,257409.0,95121,2.5,4,32.0,2,G,2,0,1001,,,,2036,9148.0,37.304259,-121.783872
892,285669.0,428506.0,714175.0,95148,3.0,4,26.0,2,G,2,0,1001,P,,,2106,7841.0,37.332251,-121.775888
893,249441.0,273444.0,522885.0,94595,3.0,5,56.0,,,0,0,1001,,,,2142,19200.0,37.87654,-122.06442799999999
894,263970.0,197649.0,461619.0,95112,1.0,3,108.0,1,G,1,0,1001,,,,1600,6970.0,37.346455,-121.891638
895,260667.0,130333.0,391000.0,94553,2.0,3,40.0,,Y,2,0,1001,P,,,1404,7200.0,37.988414,-122.095842
896,914000.0,231000.0,1145000.0,93109,3.0,3,47.0,1,A,0,0,1001,,1,,1597,11761.0,34.407176,-119.72526500000001
897,41696.0,43029.0,84725.0,94611,2.0,2,60.0,1,G,0,0,1001,,,,2174,6014.0,37.826291999999995,-122.204094
898,23123.0,55060.0,78183.0,95118,2.0,3,34.0,1,G,2,0,1001,,,,1392,6534.0,37.265782,-121.878316
899,14259.0,65196.0,79455.0,94558,2.5,4,39.0,,Y,2,0,1001,,Y,,2004,6098.0,38.344902,-122.316906
900,121380.0,252000.0,373380.0,94568,0.0,0,,,,0,0,1999,,,PUD,0,8343.0,37.70597,-121.96002899999999
901,287750.0,723000.0,1010750.0,95404,0.0,0,,,,0,1,1001,,,,0,15246.0,38.490289,-122.691502
902,59169.0,120240.0,179409.0,94515,0.0,0,,,,0,0,1110,,,,0,9148.0,38.58078,-122.581583
903,169500.0,254300.0,423800.0,95020,3.0,4,21.0,2,G,2,0,1001,,,,2208,6534.0,37.030814,-121.608698
904,74329.0,47171.0,121500.0,94509,2.0,3,51.0,,Y,1,0,1001,,,,1168,6160.0,38.009797999999996,-121.789183
905,85249.0,198914.0,284163.0,94560,2.0,4,48.0,1,G,0,0,1001,,,,1360,7000.0,37.547982,-122.032484
906,772842.0,585471.0,1358313.0,94939,3.0,6,56.0,,Y,1,1,1001,,,,2912,13000.0,37.924110999999996,-122.535291
907,100000.0,300000.0,400000.0,94503,0.0,0,,,,0,0,1001,,,,0,5663.0,38.171582,-122.242718
908,26465.0,60165.0,86630.0,94568,2.5,3,38.0,1,G,0,0,1001,,,,1721,11240.0,37.701724,-121.945405
909,155700.0,363300.0,519000.0,94555,2.5,3,22.0,1.5,G,0,0,1002,,,,1688,3026.0,37.567817,-122.048166
910,170929.0,132665.0,303594.0,94530,1.5,3,71.0,,Y,1,0,1001,,,,1789,5000.0,37.909275,-122.297619
911,69000.0,217000.0,286000.0,94533,3.0,4,7.0,,G,2,0,1001,,Y,,2109,4792.0,38.297387,-121.969423
912,20971.0,50932.0,71903.0,95129,2.0,3,44.0,1,G,2,0,1001,,,,1507,5663.0,37.296731,-122.012357
913,34967.0,38200.0,73167.0,94132,1.0,0,68.0,1,,0,0,1001,,,,1534,3463.0,37.734154,-122.483417
914,582901.0,393454.0,976355.0,94118,4.0,0,58.0,2,,0,0,1110,,,,3270,4125.0,37.784335999999996,-122.44734
915,112174.0,263478.0,375652.0,94546,2.5,4,22.0,1.5,G,0,0,1001,,,,1880,5000.0,37.704406,-122.081817
916,238200.0,555800.0,794000.0,94501,2.0,3,56.0,2,G,0,0,1001,,,,2380,5000.0,37.764474,-122.231774
917,76127.0,121327.0,197454.0,94564,2.0,3,41.0,,Y,2,0,1001,,,,1530,7650.0,37.984407999999995,-122.259353
918,26118.0,48790.0,74908.0,94941,1.0,2,86.0,,Y,2,1,1001,,,,936,5500.0,37.895851,-122.53691
919,156621.0,0.0,156621.0,95050,0.0,0,,,,0,0,8001,,,,0,18731.0,37.368162,-121.958902
920,94852.0,152399.0,247251.0,95401,3.0,3,16.0,2,,0,1,1001,,1,,1894,4797.0,38.430108,-122.755574
921,33000.0,119000.0,152000.0,94589,1.0,2,54.0,1,G,1,0,1001,,Y,,901,6970.0,38.125036,-122.244007
922,171372.0,399869.0,571241.0,94566,3.0,4,22.0,1.5,G,0,0,1001,,,,2573,7770.0,37.672675,-121.906143
923,70600.0,164800.0,235400.0,95119,2.0,2,13.0,,G,0,0,1004,,,,1101,871.0,37.240534,-121.795365
924,155156.0,274509.0,429665.0,95127,2.0,4,63.0,2,G,2,0,1001,,,,2464,6534.0,37.358959,-121.826235
925,676164.0,169039.0,845203.0,95014,2.0,3,44.0,1,G,1,0,1001,,,,1678,10019.0,37.313108,-122.02820000000001
926,63391.0,77482.0,140873.0,94536,1.5,3,56.0,1,G,0,0,1001,,,,1359,5994.0,37.574646,-121.964029
927,202800.0,304300.0,507100.0,95035,2.5,3,28.0,2,G,2,0,1001,,,,1763,4356.0,37.421793,-121.879058
928,53708.0,125319.0,179027.0,94619,2.0,2,87.0,1,G,0,0,1001,,,,797,2424.0,37.787591,-122.191507
929,167148.0,275729.0,442877.0,95008,0.0,0,48.0,2,V,4,4,1110,P,,,3328,7841.0,37.272509,-121.960802
930,40551.0,93904.0,134455.0,94517,2.0,3,34.0,,Y,2,0,1001,P,,,1648,8010.0,37.925564,-121.924539
931,66544.0,218340.0,284884.0,94024,3.0,4,54.0,2,G,2,0,1001,,,,2033,1.25,37.341626,-122.109859
932,22944.0,31912.0,54856.0,94112,1.0,0,68.0,1,,0,0,1001,,,,1153,4438.0,37.709935,-122.435854
933,149996.0,323261.0,473257.0,95037,3.0,4,15.0,2,G,2,0,1001,P,,,2807,7405.0,37.133793,-121.624831
934,27073.0,39809.0,66882.0,94112,1.0,0,63.0,1,,0,0,1001,,,,1728,2360.0,37.717499,-122.441078
935,355000.0,392250.0,747250.0,94952,0.0,0,,,,0,1,1001,,,,0,5430.0,38.221582,-122.616603
936,52751.0,131468.0,184219.0,95008,0.0,0,46.0,1,V,2,2,1101,,Y,,1980,7841.0,37.280319,-121.952573
937,224700.0,524300.0,749000.0,94708,2.0,3,54.0,1,C,0,0,1001,,,,1480,7370.0,37.904556,-122.272851
938,66859.0,148141.0,215000.0,94531,2.0,3,16.0,,Y,2,0,1001,,,,1490,6510.0,37.965722,-121.798025
939,215000.0,215000.0,430000.0,95121,2.0,3,36.0,1,G,2,0,1001,,,MFD,1355,5227.0,37.297709,-121.805005
940,76760.0,165410.0,242170.0,94549,2.5,4,32.0,,Y,2,0,1001,,,,2433,21840.0,37.937736,-122.10387399999999
941,96792.0,281208.0,378000.0,94565,3.0,5,5.0,,Y,2,0,1001,,,,3320,6846.0,38.006778,-121.942129
942,307700.0,131800.0,439500.0,95035,2.0,2,28.0,1,G,2,0,1001,,,,1271,5663.0,37.421963,-121.878409
943,18998.0,67081.0,86079.0,95117,3.0,4,47.0,2,G,2,0,1001,,,,2199,6534.0,37.30722,-121.961336
944,49805.0,49805.0,99610.0,95033,1.0,1,89.0,1,,0,0,1001,,,,462,30056.0,37.153172,-121.98473
945,152743.0,289600.0,442343.0,94954,0.0,0,,,,0,0,1001,,,,0,3920.0,38.237183,-122.600504
946,439300.0,109800.0,549100.0,95124,2.0,3,46.0,1,G,2,0,1001,,,,1176,6970.0,37.229195,-121.906889
947,68579.0,83710.0,152289.0,94526,2.0,2,31.0,,Y,2,0,1004,,,CND,1436,3360.0,37.787918,-121.955553
948,1187.0,0.0,1187.0,94525,0.0,0,,,,0,0,8001,,,,0,7600.0,38.048426,-122.216069
949,22766.0,43601.0,66367.0,95051,2.0,3,52.0,1,G,2,0,1001,,,,1425,7405.0,37.365694,-121.988647
950,985391.0,330951.0,1316342.0,95070,3.0,5,52.0,1,G,2,0,1001,,,,3116,13068.0,37.28274,-122.003919
951,14279.0,15993.0,30272.0,94601,2.0,3,,,,0,2,1110,,,,0,4620.0,37.788455,-122.21512799999999
952,53120.0,79205.0,132325.0,94619,2.0,3,40.0,1,G,0,0,1001,,,,2056,9866.0,37.804206,-122.166493
953,118732.0,277041.0,395773.0,94538,1.5,3,51.0,1,G,0,0,1001,,,,1056,5400.0,37.525256,-121.952108
954,118084.0,0.0,118084.0,94705,0.0,0,31.0,,,0,0,1001,,,,4118,11031.0,37.861607,-122.22789399999999
955,16162.0,50434.0,66596.0,94565,2.5,3,36.0,,Y,1,0,1001,,,,1881,8500.0,38.00145,-121.86080000000001
956,181000.0,90500.0,271500.0,94806,2.0,3,44.0,,Y,2,0,1001,,,,1188,6045.0,37.991729,-122.316497
957,312421.0,138074.0,450495.0,94595,1.5,3,59.0,,Y,2,0,1001,,,,1680,11440.0,37.893236,-122.070398
958,173176.0,259765.0,432941.0,95122,2.0,3,30.0,1,G,2,0,1001,,,,1091,6098.0,37.334807999999995,-121.825828
959,90957.0,173587.0,264544.0,95008,2.0,4,45.0,1,G,2,0,1001,P,,,1763,6970.0,37.281802,-121.975307
960,365217.0,852173.0,1217390.0,94566,3.0,5,11.0,1.5,G,3,0,1001,,,,3851,8081.0,37.636752,-121.81584699999999
961,31912.0,65110.0,97022.0,95030,2.0,3,45.0,2,C,2,0,1001,,,,1865,22216.0,37.214847,-121.964226
962,165646.0,275084.0,440730.0,95135,2.5,4,15.0,2,G,2,0,1001,,,,2426,6534.0,37.312922,-121.77482
963,88250.0,146000.0,234250.0,95404,2.0,3,32.0,1,G,2,1,1001,,1,,1016,38333.0,38.420376,-122.704086
964,107416.0,223790.0,331206.0,94928,3.0,4,20.0,2,,0,1,1001,,1,,2038,4356.0,38.327847999999996,-122.679193
965,247988.0,202228.0,450216.0,94086,2.0,3,55.0,1,G,1,0,1001,,,,1534,5227.0,37.373838,-122.046177
966,24739.0,14693.0,39432.0,95008,1.0,3,85.0,1,G,0,0,1001,,,,1252,10890.0,37.283794,-121.947538
967,9501.0,33079.0,42580.0,94589,2.0,3,48.0,1,G,1,0,1001,,,,1378,12632.0,38.140563,-122.242575
968,39000.0,112000.0,151000.0,94589,1.0,3,56.0,1,G,1,0,1001,,Y,,1044,5663.0,38.126418,-122.239283
969,217000.0,325500.0,542500.0,94952,3.0,4,9.0,2,,0,1,1001,,1,,2229,4792.0,38.223344,-122.658003
970,335549.0,180679.0,516228.0,95136,2.0,4,36.0,1,G,2,0,1001,P,,,1581,8712.0,37.266709,-121.845285
971,370762.0,369045.0,739807.0,95014,3.0,3,20.0,2,G,2,0,1001,,,,2445,4792.0,37.295693,-122.044482
972,129406.0,194111.0,323517.0,95126,2.5,3,32.0,2,G,2,0,1004,,,,1470,1307.0,37.302926,-121.918172
973,87110.0,203258.0,290368.0,94536,2.0,4,38.0,1,G,0,0,1001,,,,1734,6111.0,37.572074,-122.021427
974,76240.0,177893.0,254133.0,94545,2.0,3,49.0,1,G,0,0,1001,,,,1199,6534.0,37.636731,-122.103948
975,153004.0,325398.0,478402.0,95129,2.5,4,46.0,2,G,2,0,1001,P,,,1798,6534.0,37.302499,-121.98954499999999
976,296177.0,53842.0,350019.0,94121,1.0,0,84.0,1,,0,0,1001,,,,1600,3000.0,37.774321,-122.502376
977,18000.0,54000.0,72000.0,94589,2.0,3,49.0,1,G,2,0,1001,,,,1177,4792.0,38.147574999999996,-122.230401
978,49716.0,5361.0,55077.0,95401,0.0,0,,,,0,0,1004,,,,0,4400.0,38.437413,-122.754773
979,11397.0,55139.0,66536.0,94533,2.0,4,37.0,1,G,2,0,1001,,Y,,1525,5663.0,38.276706,-122.024996
980,304100.0,130400.0,434500.0,95112,2.0,2,84.0,1,G,2,0,1001,,,,1126,5227.0,37.353625,-121.880566
981,357000.0,204000.0,561000.0,94134,1.0,0,65.0,1,,0,0,1001,,,SFR,984,2996.0,37.728144,-122.418196
982,145541.0,342459.0,488000.0,94547,2.5,3,6.0,,Y,2,0,1009,,,,2483,4200.0,38.019377999999996,-122.284519
983,18998.0,41782.0,60780.0,95124,2.0,3,52.0,1,G,2,0,1001,,,,1280,5663.0,37.263856,-121.90914699999999
984,498000.0,1162000.0,1660000.0,94566,3.5,4,11.0,1,G,3,0,1001,P,,,3754,31171.0,37.641722,-121.80213599999999
985,401513.0,267673.0,669186.0,94043,2.5,3,11.0,2,G,2,0,1001,,,,1546,3049.0,37.403956,-122.059406
986,44148.0,104352.0,148500.0,94803,2.5,3,36.0,,Y,2,0,1004,,,,1320,1518.0,37.982721,-122.311022
987,106128.0,227418.0,333546.0,94709,2.0,4,83.0,2,,0,2,1101,,,,2800,4166.0,37.878282,-122.261638
988,116756.0,188236.0,304992.0,95035,2.5,3,23.0,2,G,2,0,1001,,,,1522,3485.0,37.440048,-121.888006
989,87751.0,292249.0,380000.0,94513,4.0,5,7.0,,Y,2,0,1001,,,,3663,9625.0,37.966477,-121.706335
990,50455.0,6663.0,57118.0,94501,1.0,2,119.0,1,G,0,0,1001,,,,1052,6750.0,37.769708,-122.269612
991,63321.0,195683.0,259004.0,95129,3.0,5,49.0,1,G,2,0,1001,,,,1938,6534.0,37.29492,-122.017207
992,93835.0,43665.0,137500.0,94804,1.0,2,66.0,,Y,1,0,1001,,,,811,6160.0,37.944511999999996,-122.341798
993,85125.0,198625.0,283750.0,94954,3.0,3,21.0,2,,0,1,1009,,1,,1367,1307.0,38.259336999999995,-122.624307
994,192244.0,354278.0,546522.0,95135,3.0,4,19.0,2,G,2,0,1001,B,,,2600,8712.0,37.306822,-121.763694
995,77587.0,191000.0,268587.0,94901,2.5,3,79.0,,,0,1,1001,,,,1699,5750.0,37.969221999999995,-122.508832
996,120979.0,129988.0,250967.0,94526,2.0,3,51.0,,Y,2,0,1001,P,,,1393,9375.0,37.821681,-121.979474
997,85711.0,85641.0,171352.0,94553,1.0,2,93.0,,Y,0,0,1001,,,,825,5000.0,38.013541,-122.121635
998,77960.0,318479.0,396439.0,94599,0.0,0,,,,0,0,1110,,,,0,6098.0,38.405076,-122.365006
999,27000.0,49000.0,76000.0,94591,1.0,2,67.0,1,G,2,0,1001,,,,1092,7405.0,38.076521,-122.227974
